"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","N","Correlation_Spearman","Correlation_Pearson","P.value_Spearman","P.value_Pearson","Adj.p.value_Spearman","Adj.p.value_Pearson","Cor.interval_Spearman","Cor.interval_Pearson","N.cleanData","Correlation_Spearman.cleanData","Correlation_Pearson.cleanData","P.value_Spearman.cleanData","P.value_Pearson.cleanData","Adj.p.value_Spearman.cleanData","Adj.p.value_Pearson.cleanData","Cor.interval_Spearman.cleanData","Cor.interval_Pearson.cleanData","No.missing.or.QCwarn","N.Missing.MS","Perc.Missing.MS","N.below.LOD","Perc.below.LOD","N.Missing.values","Perc.Missing.values","Median.Dist.LOD","Panel.type","Panel.version","N.sample.QC.warning","Assay.QC.warning","Blood.conc.ngmL","Sequence.coverage.MS","Protein.count.MS","min.PSMs","median.PSMs","max.PSMs","min.Unique.peptides","median.Unique.peptides","max.Unique.peptides","Abs.precursor.error","MSGF.score","Percolator.SVM.score","Precursor.ion.fraction","IQR.MS","IQR.Olink","IQR.Olink.cleanData","SD.MS","SD.Olink","SD.Olink.cleanData","CV.MS","CV.Olink","CV.Olink.cleanData","Range.MS","Range.Olink","Range.Olink.cleanData","Technical.CV.MS","Technical.CV.Olink","Length","Mass","UniProt.Isoforms","Isoform.N","Isoform.event"
"P61916","NPC2","NPC intracellular cholesterol transporter 2","OID30418","NPC2","Cardiometabolic II",88,0.653340847451657,0.67664626692519,0,4.61885239180784e-13,0,1.34746365642146e-12,"Moderate correlation","Moderate correlation",88,0.653340847451657,0.67664626692519,0,4.61885239180784e-13,0,1.35213178889213e-12,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,3.947,"Cardiometabolic","II",0,"PASS",31,0.496688741721854,2,6,7.5,10,5,6,7,1.1085362,151,1.516,0.489663196053501,0.337269476503926,0.607875,0.607875,0.228951333298673,0.460348916508742,0.460348916508742,15.9701418602882,32.7386781664035,32.7386781664035,1.1361822375102,1.9102,1.9102,5.42270436512211,2.31371877928407,151,16570,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P61916-1; Sequence=Displayed; Name=2; IsoId=P61916-2; Sequence=VSP_056459;",2,"Alternative splicing"
"Q06141","REG3A","Regenerating islet-derived protein 3-alpha","OID20258","REG3A","Cardiometabolic",64,0.895238095238095,0.90161246584187,0,3.02935069828242e-24,0,2.51480657232416e-23,"Strong correlation","Strong correlation",64,0.895238095238095,0.90161246584187,0,3.02935069828242e-24,0,2.46191261972355e-23,"Strong correlation","Strong correlation",FALSE,24,27.2727272727273,0,0,24,27.27,6.3512,"Cardiometabolic","I",0,"PASS",14,0.0628571428571429,1,1,1,1,1,1,1,0.70524004,204.5,1.6615,0.494617934057119,0.79807728657415,1.221575,1.221575,0.603386635410469,0.82357860880339,0.82357860880339,43.7209648624837,62.0687192352068,62.0687192352068,3.32566049871149,3.6729,3.6729,10.9201189054699,2.21565525534838,175,19395,"ALTERNATIVE PRODUCTS:",NA,NA
"Q96AP7","ESAM","Endothelial cell-selective adhesion molecule","OID20270","ESAM","Cardiometabolic",88,0.588992061715677,0.586921029748302,1.57856464264046e-09,1.85869736528136e-09,3.88278754148383e-09,4.12272951945511e-09,"Moderate correlation","Moderate correlation",88,0.588992061715677,0.586921029748302,1.57856464264046e-09,1.85869736528136e-09,3.92663460082774e-09,4.14778981719549e-09,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,3.8179,"Cardiometabolic","I",0,"PASS",42,0.205128205128205,1,6,7,9,3,4,5,0.91264335,195.5,1.695,0.543073557745031,0.24467134150025,0.373825,0.373825,0.228677955038296,0.37073410342737,0.37073410342737,15.9508320897921,26.1274569683722,26.1274569683722,1.08249618206995,2.0471,2.0471,4.61024685680044,2.11759492566497,390,41176,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q96AP7-1; Sequence=Displayed; Name=2; IsoId=Q96AP7-2; Sequence=VSP_055594, VSP_055595, VSP_055596;",2,"Alternative splicing"
"O95274","LYPD3","Ly6/PLAUR domain-containing protein 3","OID21530","LYPD3","Oncology",88,0.461466661970343,0.668724438848328,7.72871697276975e-06,1.07884599694195e-12,1.40284910968763e-05,3.05267451265027e-12,"Weak correlation","Moderate correlation",88,0.461466661970343,0.668724438848328,7.72871697276975e-06,1.07884599694195e-12,1.42323084894849e-05,3.0485963553696e-12,"Weak correlation","Moderate correlation",TRUE,0,0,0,0,0,0,4.3751,"Oncology","I",0,"PASS",9.9,0.141618497109827,1,2,3,3,1,2,3,1.3894616,169.5,1.9715,0.464230427183647,0.448563419929562,0.612075,0.612075,0.38460613063617,0.55478423361809,0.55478423361809,27.1396120427907,39.9211344309981,39.9211344309981,2.23432088538372,3.3211,3.3211,7.55982076807377,NA,346,35971,"ALTERNATIVE PRODUCTS:",NA,NA
"P06858","LPL","Lipoprotein lipase","OID20188","LPL","Cardiometabolic",66,0.821020770274502,0.81158799617652,0,1.39909314496389e-16,0,5.50374968872556e-16,"Strong correlation","Strong correlation",66,0.821020770274502,0.81158799617652,0,1.39909314496389e-16,0,5.46097646905262e-16,"Strong correlation","Strong correlation",FALSE,22,25,0,0,22,25,7.2772,"Cardiometabolic","I",0,"PASS",45,0.263157894736842,1,3,5.5,7,3,4.5,7,1.0354185,148,1.606,0.623655147517387,0.678279808043016,0.904,0.904,0.454869772041619,0.593677159786568,0.593677159786568,32.3292121909934,42.9556906203263,42.9556906203263,2.08950071302899,2.5842,2.5842,1.52929930125673,32.2984341817788,475,53162,"ALTERNATIVE PRODUCTS:",NA,NA
"Q8IWV2","CNTN4","Contactin-4","OID21117","CNTN4","Neurology",88,0.62438801028495,0.649897313679904,0,7.33033775258913e-12,0,1.93363348660587e-11,"Moderate correlation","Moderate correlation",88,0.62438801028495,0.649897313679904,0,7.33033775258913e-12,0,1.93286629844299e-11,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,4.0307,"Neurology","I",0,"PASS",110,0.446393762183236,6,4,8,10,4,5.5,8,1.3826292,173,1.408,0.470633796846509,0.285497800269044,0.346875,0.346875,0.228234935138643,0.279635490560448,0.279635490560448,15.9195417142477,19.5663392410514,19.5663392410514,1.18777439708992,1.5164,1.5164,5.94627948862164,7.36188175274464,1026,113454,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; IsoId=Q8IWV2-1; Sequence=Displayed; Name=2; Synonyms=CNTN4A; IsoId=Q8IWV2-2; Sequence=VSP_011961; Name=3; IsoId=Q8IWV2-3; Sequence=VSP_044270, VSP_011962; Name=4; IsoId=Q8IWV2-4; Sequence=VSP_044270;",4,"Alternative splicing"
"Q12864","CDH17","Cadherin-17","OID20134","CDH17","Cardiometabolic",76,0.914688412108942,0.909850178460256,7.73396204660013e-31,5.44980255293189e-30,2.45270875017178e-30,1.06083225556209e-28,"Strong correlation","Strong correlation",76,0.914688412108942,0.909850178460256,7.73396204660013e-31,5.44980255293189e-30,2.44796711735865e-30,1.05979196073979e-28,"Strong correlation","Strong correlation",FALSE,12,13.6363636363636,0,0,12,13.64,2.2258,"Cardiometabolic","I",0,"PASS",7,0.245192307692308,1,5,8,9,5,6,9,1.1504333,163,1.8055,0.458081182808183,0.557347605867253,0.94155,0.94155,0.394280917713252,0.730901542183699,0.730901542183699,27.8478104883495,54.0937684576408,54.0937684576408,1.85605753377992,3.5766,3.5766,4.57195234714204,15.3768756991883,832,92219,"ALTERNATIVE PRODUCTS:",NA,NA
"Q53H82","LACTB2","Endoribonuclease LACTB2","OID20150","LACTB2","Cardiometabolic",13,0.620879120879121,0.7827508757379,0.0268669104130434,0.00155868017470985,0.0360246340336413,0.0022883614008419,"Moderate correlation","Strong correlation",13,0.620879120879121,0.7827508757379,0.0268669104130434,0.00155868017470985,0.0367652458283751,0.00232202833140769,"Moderate correlation","Strong correlation",FALSE,75,85.2272727272727,0,0,75,85.23,2.2866,"Cardiometabolic","I",0,"PASS",0.033,0.0381944444444444,1,1,1,1,1,1,1,1.9334973,108,1.337,0.099913222507207,0.137711796462997,0.91515,0.91515,0.228530954104256,0.699900685655161,0.699900685655161,15.9404492009392,51.5129224544119,51.5129224544119,0.955143626251748,3.5271,3.5271,NA,11.0516258018507,288,32806,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9BUN1","MENT","Protein MENT","OID30595","MENT","Inflammation II",88,0.817741537811278,0.845823135979363,0,3.42930748100261e-25,0,3.19974226946442e-24,"Strong correlation","Strong correlation",87,0.822847561420135,0.848568612613415,0,3.19914625239164e-25,0,2.92762207466764e-24,"Strong correlation","Strong correlation",FALSE,0,0,0,0,0,0,5.959,"Inflammation","II",1,"PASS",44,0.18475073313783,2,5,9.5,12,4,5,6,0.9707534,152,1.341,0.477214034501224,0.550801839158239,0.431275,0.43445,0.39897311857325,0.396893828626337,0.398731439176895,28.1919774354722,28.0394074412124,28.1742393099179,2.04877845694383,2.7942,2.7942,3.49036401542399,6.1569428258645,341,36769,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9BUN1-1; Sequence=Displayed; Name=2; IsoId=Q9BUN1-2; Sequence=VSP_028157, VSP_028158;",2,"Alternative splicing"
"Q6GTS8","PM20D1","N-fatty-acyl-amino acid synthase/hydrolase PM20D1","OID20149","PM20D1","Cardiometabolic",88,0.904427919190545,0.857457247856806,1.44568266974113e-33,1.51917079669698e-26,4.59767812433164e-33,1.76818951491845e-25,"Strong correlation","Strong correlation",85,0.895880867124563,0.850455672780922,5.54971392498418e-31,7.15361368268926e-25,1.76171151339614e-30,6.18276611146714e-24,"Strong correlation","Strong correlation",FALSE,0,0,3,3.40909090909091,3,3.41,4.5264,"Cardiometabolic","I",0,"PASS",2.8,0.332669322709163,2,7,11,16,4,8.5,11,0.84162275,172.5,1.475,0.490489368863325,1.23458929492286,2.758325,2.6756,0.801124950188583,2.1131259968608,1.9800770685939,60.0986315180602,274.684937175239,236.175654348023,3.3613559955847,7.4649,7.0252,12.8577307069511,8.64234414279948,502,55741,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q6GTS8-1; Sequence=Displayed; Name=2; IsoId=Q6GTS8-2; Sequence=VSP_031826, VSP_031827;",2,"Alternative splicing"
"Q9NPY3","CD93","Complement component C1q receptor","OID20397","CD93","Cardiometabolic",88,0.779155366137156,0.800596104682369,0,7.92026203873018e-21,0,4.73120414906157e-20,"Strong correlation","Strong correlation",88,0.779155366137156,0.800596104682369,0,7.92026203873018e-21,0,4.6875898696615e-20,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,7.6193,"Cardiometabolic","I",0,"PASS",330,0.25,1,16,18,24,8,8.5,10,1.2457304,153,2.642,0.503269703285224,0.361976496835903,0.41755,0.41755,0.300068157496714,0.369692876259896,0.369692876259896,21.0261251754526,26.0516375522278,26.0516375522278,2.03189565003489,2.1034,2.1034,2.82126577406078,0.0245064539579116,652,68560,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9UHL4","DPP7","Dipeptidyl peptidase 2","OID20142","DPP7","Cardiometabolic",88,0.746348958959714,0.826488431557813,7.08687810250084e-17,3.5857593641996e-23,2.03589958720699e-16,2.59507841165471e-22,"Strong correlation","Strong correlation",87,0.737500626514119,0.802102447029763,3.74853583701538e-16,9.96193666170193e-21,1.06598987865125e-15,5.77050480031564e-20,"Strong correlation","Strong correlation",FALSE,0,0,1,1.13636363636364,1,1.14,2.1417,"Cardiometabolic","I",0,"PASS",2.2,0.294715447154472,1,1,6,7,1,5,7,1.03652955,118,1.323,0.560335632493822,0.522831939339259,0.9851,0.96935,0.462330756749354,0.785358699214287,0.736649817481343,32.8869664313012,58.7302633814866,54.5768481471799,2.67270631255792,4.5972,3.5071,11.5215643215251,8.89374965494059,492,54341,"ALTERNATIVE PRODUCTS:",NA,NA
"P08254","MMP3","Stromelysin-1","OID21083","MMP3","Neurology",88,0.86010029631833,0.912400477133931,7.20021666355985e-27,4.05247474596337e-35,2.24559243457433e-26,1.57767034075609e-33,"Strong correlation","Strong correlation",88,0.86010029631833,0.912400477133931,7.20021666355985e-27,4.05247474596337e-35,2.24006740644084e-26,1.5761232136979e-33,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,4.1578,"Neurology","I",0,"PASS",0.31,0.192872117400419,2,4,4.5,7,4,4.5,7,0.9006252,135,0.81,0.493075551547082,0.664534987320051,1.0715,1.0715,0.693348986774367,1.05418215202775,1.05418215202775,50.9726253425719,84.0010643760935,84.0010643760935,4.11056673280241,6.2258,6.2258,4.58901556992509,10.4089638474243,477,53977,"ALTERNATIVE PRODUCTS:",NA,NA
"P58546","MTPN","Myotrophin","OID20080","MTPN","Cardiometabolic",88,0.130164488746434,0.19390752387708,0.226307474059809,0.0702604183658462,0.268101928870434,0.0875540975000446,"No correlation","No correlation",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,81,92.0454545454545,81,92.05,0.0727,"Cardiometabolic","I",2,"PASS",16,0.686440677966102,1,6,10,13,5,6,7,1.1141531,149,1.9915,0.531958644007778,0.56197018740502,0.197025,0.109875,0.46228112909155,0.182485334343674,0.0732911568108095,32.8832519283071,12.6996826957939,5.08343534783119,2.50840588289594,0.9734,0.1796,6.85384284836764,14.3057411330867,118,12895,"ALTERNATIVE PRODUCTS:",NA,NA
"P00740","F9","Coagulation factor IX","OID20349","F9","Cardiometabolic",88,0.547948944868757,0.62284439959051,3.28432451723127e-08,9.20166557549982e-11,7.34257897020614e-08,2.20099161752951e-10,"Moderate correlation","Moderate correlation",88,0.547948944868757,0.62284439959051,3.28432451723127e-08,9.20166557549982e-11,7.44083479837457e-08,2.21694995834498e-10,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,7.0156,"Cardiometabolic","I",0,"PASS",5400,0.574837310195228,2,111,136,199,20,21,23,1.4307549,160,2.106,0.473252079499751,0.28958884335634,0.34625,0.34625,0.224918732361727,0.293830251324675,0.293830251324675,15.6853912067097,20.579803462109,20.579803462109,1.15070332666502,1.949,1.949,3.33433487360996,10.1817149943928,461,51778,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P00740-1; Sequence=Displayed; Name=2; IsoId=P00740-2; Sequence=VSP_047689;",2,"Alternative splicing"
"O00584","RNASET2","Ribonuclease T2","OID20321","RNASET2","Cardiometabolic",88,0.581487090979536,0.626252392103191,4.78441085532714e-09,6.7809095711585e-11,1.13478988564377e-08,1.63932481923725e-10,"Moderate correlation","Moderate correlation",88,0.581487090979536,0.626252392103191,4.78441085532714e-09,6.7809095711585e-11,1.1507878092549e-08,1.65941809505429e-10,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,5.5404,"Cardiometabolic","I",0,"PASS",10,0.44921875,2,10,12,16,7,8,10,0.87949557,149.5,1.68,0.488583734216064,0.286687184917784,0.5178,0.5178,0.238755248858914,0.362730444373781,0.362730444373781,16.6632137658701,25.5451869991831,25.5451869991831,1.50640291807573,2.1713,2.1713,2.25877671275522,4.44275934101491,256,29481,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O00584-1; Sequence=Displayed; Name=2; IsoId=O00584-2; Sequence=VSP_008405, VSP_008406;",2,"Alternative splicing"
"Q96G03","PGM2","Phosphopentomutase","OID30904","PGM2","Neurology II",88,0.215245215234093,0.197373969216336,0.0440114831162595,0.0652946496535377,0.057845127401929,0.0816363892124519,"No correlation","No correlation",71,0.233031522468142,0.163116967407363,0.0507048005962236,0.174091365753222,0.067359662105932,0.209284640093514,"No correlation","No correlation",FALSE,0,0,17,19.3181818181818,17,19.32,0.4717,"Neurology","II",0,"PASS",2.1,0.343137254901961,2,2,10.5,16,2,8.5,13,0.98525847,138,2.1445,0.502854685016244,0.458914135068071,0.48245,0.49495,0.367339619121244,0.807673011813093,0.804329782223329,25.8803566685644,60.6705388111877,60.3782747868672,1.85226390484866,5.3422,4.6987,7.92940017605347,28.8710504744251,612,68283,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q96G03-1; Sequence=Displayed; Name=2; IsoId=Q96G03-2; Sequence=VSP_056221, VSP_056222, VSP_056223, VSP_056224;",2,"Alternative splicing"
"P24158","PRTN3","Myeloblastin","OID20329","PRTN3","Cardiometabolic",76,0.670977443609022,0.60211828782356,0,8.73443183474659e-09,0,1.8295312692818e-08,"Moderate correlation","Moderate correlation",76,0.670977443609022,0.60211828782356,0,8.73443183474659e-09,0,1.84337136977501e-08,"Moderate correlation","Moderate correlation",FALSE,12,13.6363636363636,0,0,12,13.64,4.2841,"Cardiometabolic","I",0,"PASS",0.66,0.16015625,1,1,1,5,1,1,3,0.91643113,119,1.05,0.477980123985279,0.445046044894942,0.808175,0.808175,0.399450562249702,0.586947369991347,0.586947369991347,28.227023153362,42.4271148926844,42.4271148926844,2.33762203833245,3.1594,3.1594,6.37295010223625,3.38776331079885,256,27807,"ALTERNATIVE PRODUCTS:",NA,NA
"Q14515","SPARCL1","SPARC-like protein 1","OID20361","SPARCL1","Cardiometabolic",88,0.706406547885347,0.71701107040947,1.48659002038188e-14,3.93263467189895e-15,4.15435676487907e-14,1.34137297419152e-14,"Strong correlation","Strong correlation",88,0.706406547885347,0.71701107040947,1.48659002038188e-14,3.93263467189895e-15,4.16245205706927e-14,1.34674187348992e-14,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,6.0246,"Cardiometabolic","I",0,"PASS",430,0.63855421686747,2,49,60,80,25,28,34,1.1888676,134.5,1.8535,0.472640854325335,0.27710772375205,0.394475,0.394475,0.241800340696413,0.337438812557893,0.337438812557893,16.8787170678729,23.7130427342031,23.7130427342031,1.20233878661398,1.7914,1.7914,3.02811437032284,3.22588806259203,664,75208,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q14515-1; Sequence=Displayed; Name=2; IsoId=Q14515-2; Sequence=VSP_056678;",2,"Alternative splicing"
"P00568","AK1","Adenylate kinase isoenzyme 1","OID20122","AK1","Cardiometabolic",88,0.876316438307915,0.891794369972458,0,2.29205551438181e-31,0,5.39110557445221e-30,"Strong correlation","Strong correlation",88,0.876316438307915,0.891794369972458,0,2.29205551438181e-31,0,5.31074139396125e-30,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,2.9348,"Cardiometabolic","I",0,"PASS",20,0.664948453608247,4,7,11,16,6,9.5,12,0.95674306,119,1.065,0.452738138343821,0.551510022457613,1.347675,1.347675,0.410349051317641,0.908736074818676,0.908736074818676,29.0283201050318,69.7851758030908,69.7851758030908,2.27420866227647,4.7246,4.7246,3.35440033020242,3.64777287404837,194,21635,"ALTERNATIVE PRODUCTS:",NA,NA
"Q02747","GUCA2A","Guanylin","OID21101","GUCA2A","Neurology",88,0.792997780986933,0.788633648697822,0,7.38862548065035e-20,0,3.93479158851615e-19,"Strong correlation","Strong correlation",88,0.792997780986933,0.788633648697822,0,7.38862548065035e-20,0,3.88705949199432e-19,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,8.3614,"Neurology","I",0,"PASS",11,0.304347826086957,1,1,1,2,1,1,2,1.3808522,112,1.087,0.53902593809904,0.498104904235548,0.726025,0.726025,0.370544245849716,0.523801344613951,0.523801344613951,26.1136304753784,37.5371708035661,37.5371708035661,2.05386048133651,2.5763,2.5763,7.87765505603122,1.96070468921486,115,12388,"ALTERNATIVE PRODUCTS:",NA,NA
"Q969H8","MYDGF","Myeloid-derived growth factor","OID30313","MYDGF","Cardiometabolic II",88,0.876915219611849,0.880569300609002,0,1.2522045938741e-29,0,2.17498305612902e-28,"Strong correlation","Strong correlation",87,0.875318947291682,0.880716680445364,0,2.52968392182255e-29,0,4.05121439833053e-28,"Strong correlation","Strong correlation",FALSE,0,0,0,0,0,0,4.5551,"Cardiometabolic","II",1,"PASS",2.7,0.208092485549133,1,1,3,5,1,3,3,0.9753649,167,1.107,0.556150455246653,0.489308809149078,1.399375,1.41215,0.359453487273455,1.16422139880422,1.17066695366446,25.3071383872288,95.805164706109,96.5287838292771,1.70483351728855,5.2565,5.2565,11.2043049549093,6.18643453151293,173,18795,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9NS98","SEMA3G","Semaphorin-3G","OID30599","SEMA3G","Inflammation II",88,-0.148295887324389,-0.219714598499292,0.167930144832668,0.039701466914291,0.203863584425894,0.050819678170334,"No correlation","No correlation",87,-0.146151427752792,-0.214139482014053,0.176772917192702,0.0464107524218278,0.217873618029832,0.0594603639851418,"No correlation","No correlation",FALSE,0,0,0,0,0,0,5.7457,"Inflammation","II",1,"PASS",4.6,0.203324808184143,1,6,9,11,5,7.5,9,0.892945385,130.5,1.7645,0.426771939129842,0.337198639866972,0.6682,0.693,0.234949520471403,0.498565794816201,0.500639091618038,16.3940379646142,35.6158564123448,35.7730439466851,1.01482038413171,2.5403,2.5403,5.175833170679,7.64735648730379,782,86701,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9NS71","GKN1","Gastrokine-1","OID20885","GKN1","Neurology",88,0.378605896234722,0.261951373809627,0.000304284475487886,0.0136860454508778,0.000492879731457422,0.0184478882937342,"Weak correlation","No correlation",82,0.454468279622555,0.32802458065314,2.2198639667159e-05,0.00262540419214544,3.9609337445323e-05,0.00382739647288672,"Weak correlation","Weak correlation",FALSE,0,0,0,0,0,0,1.4312,"Neurology","I",6,"PASS",17,0.12972972972973,1,1,3,4,1,1.5,3,1.38425275,217,2.0155,0.563206657773744,0.432861289857215,0.3395,0.352125,0.35624802436661,0.357641725798503,0.350597351639332,25.0744781128501,25.175612796843,24.6648019297861,1.8593698539851,2.5163,2.5163,4.47162585781894,8.85923811680991,185,20331,"ALTERNATIVE PRODUCTS:",NA,NA
"P00441","SOD1","Superoxide dismutase [Cu-Zn]","OID20386","SOD1","Cardiometabolic",88,0.841353075600224,0.848168909960582,1.061430423071e-24,1.86828555132472e-25,3.29218392210759e-24,1.81835723055656e-24,"Strong correlation","Strong correlation",88,0.841353075600224,0.848168909960582,1.061430423071e-24,1.86828555132472e-25,3.28351847590237e-24,1.78470435560756e-24,"Strong correlation","Strong correlation",TRUE,0,0,0,0,0,0,1.7405,"Cardiometabolic","I",0,"PASS",52,0.655844155844156,1,10,14.5,20,4,6,6,0.89972485,155.5,2.155,0.508833493082333,0.344333682567305,0.6515,0.6515,0.331293846225236,0.475572278862989,0.475572278862989,23.2696225029268,33.8802662188095,33.8802662188095,1.97812221256318,2.5071,2.5071,2.44021969213245,12.0466262518857,154,15936,"ALTERNATIVE PRODUCTS:",NA,NA
"Q9UBR2","CTSZ","Cathepsin Z","OID20365","CTSZ","Cardiometabolic",88,0.68542848085661,0.7548834015775,0,1.98426850717414e-17,0,8.55053108625804e-17,"Moderate correlation","Strong correlation",88,0.68542848085661,0.7548834015775,0,1.98426850717414e-17,0,8.47399374240251e-17,"Moderate correlation","Strong correlation",TRUE,0,0,0,0,0,0,5.708,"Cardiometabolic","I",0,"PASS",58,0.445544554455446,1,13,14.5,19,6,8.5,9,0.7870263,121,1.362,0.506497916728927,0.296828828455927,0.585875,0.585875,0.261458369788789,0.432504379183983,0.432504379183983,18.2727436653342,30.6652806953214,30.6652806953214,1.5522486475134,2.3833,2.3833,5.58385733084793,1.62243398022005,303,33868,"ALTERNATIVE PRODUCTS:",NA,NA
"P01137","TGFB1","Transforming growth factor beta-1 proprotein","OID20621","TGFB1","Inflammation",88,0.53756472121447,0.539744078597519,1.10128955448564e-07,5.74400118937687e-08,2.35930912146923e-07,1.12586412201501e-07,"Moderate correlation","Moderate correlation",88,0.53756472121447,0.539744078597519,1.10128955448564e-07,5.74400118937687e-08,2.39563385159027e-07,1.1331915389912e-07,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,5.9259,"Inflammation","I",0,"PASS",1.29,0.435897435897436,1,6,8,12,6,8,10,1.1182843,166,1.961,0.523308163832465,0.509579705102219,0.4652,0.4652,0.417116804332742,0.42372986255527,0.42372986255527,29.5272013852981,30.0156561345444,30.0156561345444,2.32529983096416,2.4594,2.4594,4.64222925807543,NA,390,44341,"ALTERNATIVE PRODUCTS:",NA,NA
"P42702","LIFR","Leukemia inhibitory factor receptor","OID20606","LIFR","Inflammation",22,0.112365894974591,0.30768559372486,0.617423189897032,0.163620267723086,0.663245272496432,0.194654670452438,"No correlation","Weak correlation",22,0.112365894974591,0.30768559372486,0.617423189897032,0.163620267723086,0.670871764544835,0.197541542738847,"No correlation","Weak correlation",FALSE,66,75,0,0,66,75,5.472,"Inflammation","I",0,"PASS",0.16,0.01640838650866,1,1,1,1,1,1,1,0.8151165,73,0.501,0.343175741134484,0.256400777526928,0.362625,0.362625,0.240580423396343,0.336341315383119,0.336341315383119,16.7923690301016,23.6337993141189,23.6337993141189,0.895263093474587,1.705,1.705,5.45509394951045,NA,1097,123743,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; Synonyms=Membrane; IsoId=P42702-1; Sequence=Displayed; Name=2; Synonyms=Secreted; IsoId=P42702-2; Sequence=Not described;",2,"Alternative splicing"
"O75347","TBCA","Tubulin-specific chaperone A","OID30616","TBCA","Inflammation II",88,0.879821070057413,0.883207555499292,0,5.07505833534555e-30,0,1.00521769484301e-28,"Strong correlation","Strong correlation",87,0.880367427280017,0.883374738777327,0,1.02780888291822e-29,0,1.80529657015796e-28,"Strong correlation","Strong correlation",FALSE,0,0,0,0,0,0,5.8961,"Inflammation","II",1,"PASS",3.2,0.518518518518518,2,4,5,7,3,4,5,0.88988945,129.5,0.83,0.586931163279107,0.460373867460995,1.492975,1.52235,0.372165391504832,1.07209747208144,1.07828518892023,26.2317139079566,85.8557694169291,86.5021450248525,2.03552399981051,4.5928,4.5928,6.94252599015189,6.83054380912973,108,12855,"ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O75347-1; Sequence=Displayed; Name=2; IsoId=O75347-2; Sequence=VSP_056357;",2,"Alternative splicing"
"P01236","PRL","Prolactin","OID21033","PRL","Neurology",57,0.699701840808919,0.748823733090683,1.45409801451777e-09,2.11129765659532e-11,3.60808056789134e-09,5.33256164272061e-11,"Moderate correlation","Strong correlation",57,0.699701840808919,0.748823733090683,1.45409801451777e-09,2.11129765659532e-11,3.63358130858902e-09,5.37196997203808e-11,"Moderate correlation","Strong correlation",FALSE,31,35.2272727272727,0,0,31,35.23,6.5546,"Neurology","I",0,"PASS",3.6,0.299559471365639,1,1,1,3,1,1,3,1.2227349,139,2.6305,0.317220404239003,0.42155226780754,1.058525,1.058525,0.432190010262485,0.908412008069096,0.908412008069096,30.6419759416713,69.7550301265484,69.7550301265484,2.12500202676855,4.05,4.05,15.2811398009644,1.96560739656113,227,25876,"ALTERNATIVE PRODUCTS:",NA,NA
"Q01459","CTBS","Di-N-acetylchitobiase","OID30710","CTBS","Inflammation II",88,0.580659363882921,0.669663886205671,5.14562275591766e-09,9.76911936993353e-13,1.21535734130357e-08,2.77817021880478e-12,"Moderate correlation","Moderate correlation",88,0.580659363882921,0.669663886205671,5.14562275591766e-09,9.76911936993353e-13,1.23224123891712e-08,2.77769477646413e-12,"Moderate correlation","Moderate correlation",TRUE,0,0,0,0,0,0,4.0171,"Inflammation","II",0,"PASS",260,0.511688311688312,1,28,33.5,49,16,16.5,18,1.0008126,143,2.357,0.508788083459392,0.27931299464185,0.35975,0.35975,0.240633131605698,0.309031647577632,0.309031647577632,16.7960994385862,21.6685179172677,21.6685179172677,1.45141061994596,1.4412,1.4412,2.82833249335329,10.2360499504117,385,43760,"ALTERNATIVE PRODUCTS:",NA,NA
