"","Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","log2FC","mean.testGrp","mean.refGrp","n.testGrp","n.refGrp","n.total","statistic","p.value","adj.p","parameter","conf.low","conf.high","method","alternative","Significance"
"229","MS","Q9NPY3","CD93","Complement component C1q receptor","CD93","OID20397","Cardiometabolic",-0.165284304651404,-0.094552154272973,0.0707321503784314,37,51,88,-2.68121660656191,0.00886688838216227,0.0561897000367684,81.988841927708,-0.28791662148733,-0.0426519878154789,"Welch Two Sample t-test","two.sided","NS"
"230","MS","P08254","MMP3","Stromelysin-1","MMP3","OID21083","Neurology",-0.631710639384473,-0.395138041364865,0.236572598019608,37,51,88,-5.12225625156782,1.99806973892207e-06,0.000367003331785555,81.1375519475413,-0.877085657116475,-0.38633562165247,"Welch Two Sample t-test","two.sided","S"
"231","MS","P00740","F9","Coagulation factor IX","F9","OID20349","Cardiometabolic",0.106034796920774,0.0731098763756757,-0.032924920545098,37,51,88,2.17729007190566,0.0328271637350208,0.153103739059237,70.1064329765792,0.00890759627021169,0.203161997571336,"Welch Two Sample t-test","two.sided","NS"
"232","MS","O00584","RNASET2","Ribonuclease T2","RNASET2","OID20321","Cardiometabolic",-0.158837210727133,-0.0874287497702703,0.0714084609568627,37,51,88,-3.42598158941704,0.000941632025744173,0.0130680151865472,85.9435245741012,-0.251003755205039,-0.0666706662492268,"Welch Two Sample t-test","two.sided","S"
"233","MS","Q14515","SPARCL1","SPARC-like protein 1","SPARCL1","OID20361","Cardiometabolic",0.0231153517162692,0.0432318059378378,0.0201164542215687,37,51,88,0.450971200072869,0.653182216264761,0.845386957866093,83.2897069791172,-0.078827166971842,0.12505787040438,"Welch Two Sample t-test","two.sided","NS"
"234","MS","P00568","AK1","Adenylate kinase isoenzyme 1","AK1","OID20122","Cardiometabolic",-0.107898409660307,-0.0355120394054054,0.072386370254902,37,51,88,-1.21652718846363,0.22751603938831,0.456588113185663,76.6694852368596,-0.284522464288814,0.068725644968199,"Welch Two Sample t-test","two.sided","NS"
"235","MS","Q02747","GUCA2A","Guanylin","GUCA2A","OID21101","Neurology",-0.142939417759088,-0.100220611308108,0.0427188064509804,37,51,88,-1.94829780144151,0.0547270183482128,0.195027907213718,83.7843149695268,-0.288841855880041,0.00296302036186434,"Welch Two Sample t-test","two.sided","NS"
"236","MS","Q969H8","MYDGF","Myeloid-derived growth factor","MYDGF","OID30313","Cardiometabolic II",-0.124965821929889,-0.141327880294595,-0.0163620583647059,37,51,88,-1.58963508566219,0.116355988395188,0.316287947445903,71.0712765750667,-0.281712765711125,0.031781121851348,"Welch Two Sample t-test","two.sided","NS"
"237","MS","Q9NS98","SEMA3G","Semaphorin-3G","SEMA3G","OID30599","Inflammation II",-0.0441783995742978,0.0906587865864865,0.134837186160784,37,51,88,-0.873377851716608,0.385105900445359,0.616104167717668,78.9508417161146,-0.144863064157748,0.056506265009152,"Welch Two Sample t-test","two.sided","NS"
"238","MS","Q9NS71","GKN1","Gastrokine-1","GKN1","OID20885","Neurology",-0.0737833623412295,0.0348359268783784,0.108619289219608,37,51,88,-0.990183928716671,0.324902460221004,0.577717187080472,84.7625324514093,-0.22194474992497,0.0743780252425114,"Welch Two Sample t-test","two.sided","NS"
"239","MS","P00441","SOD1","Superoxide dismutase [Cu-Zn]","SOD1","OID20386","Cardiometabolic",-0.136494765136831,-0.143742569627027,-0.00724780449019608,37,51,88,-1.93631196526365,0.0564750972659425,0.197143130946756,77.5051400822021,-0.276847941210268,0.00385841093660584,"Welch Two Sample t-test","two.sided","NS"
"240","MS","Q9UBR2","CTSZ","Cathepsin Z","CTSZ","OID20365","Cardiometabolic",-0.113547219048278,-0.0748680037972973,0.0386792152509804,37,51,88,-2.08562177974089,0.0401095141891538,0.167025440931941,82.3281122315983,-0.221844952995494,-0.00524948510106113,"Welch Two Sample t-test","two.sided","NS"
"241","MS","P01137","TGFB1","Transforming growth factor beta-1 proprotein","TGFB1","OID20621","Inflammation",0.104259941960042,0.0502303608972973,-0.0540295810627451,37,51,88,1.1714534945075,0.244876606227784,0.473927853549692,80.3978118336445,-0.072843236640502,0.281363120560587,"Welch Two Sample t-test","two.sided","NS"
"242","MS","O75347","TBCA","Tubulin-specific chaperone A","TBCA","OID30616","Inflammation II",-0.154623097624536,-0.155398067210811,-0.000774969586274502,37,51,88,-1.96179659378791,0.0533216046233662,0.192025272346173,78.7078586324117,-0.311513644429209,0.002267449180136,"Welch Two Sample t-test","two.sided","NS"
"243","MS","Q01459","CTBS","Di-N-acetylchitobiase","CTBS","OID30710","Inflammation II",0.0508574466882353,0.00393795900000001,-0.0469194876882353,37,51,88,0.992144985718408,0.324069570537168,0.577717187080472,81.3272481780387,-0.0511278432293057,0.152842736605776,"Welch Two Sample t-test","two.sided","NS"
"244","MS","P04216","THY1","Thy-1 membrane glycoprotein","THY1","OID21050","Neurology",-0.092677793609009,-0.0533804952756757,0.0392972983333333,37,51,88,-1.63715175892196,0.105872618960507,0.301161127684989,73.5169847033726,-0.205486331583304,0.0201307443652856,"Welch Two Sample t-test","two.sided","NS"
"245","MS","Q9UQP3","TNN","Tenascin-N","TNN","OID30412","Cardiometabolic II",0.10010269641452,0.131920291624324,0.0318175952098039,37,51,88,1.63275629486093,0.106309826664279,0.301161127684989,82.9710693500047,-0.0218391171786496,0.22204451000769,"Welch Two Sample t-test","two.sided","NS"
"246","MS","P15085","CPA1","Carboxypeptidase A1","CPA1","OID20280","Cardiometabolic",-0.0452725612607313,-0.149732100878378,-0.104459539617647,37,51,88,-0.450199119650423,0.653726294307699,0.845386957866093,84.024664267827,-0.24524866724572,0.154703544724258,"Welch Two Sample t-test","two.sided","NS"
"247","MS","Q96KG7","MEGF10","Multiple epidermal growth factor-like domains protein 10","MEGF10","OID20746","Inflammation",0.00596876568320085,0.067281339845946,0.0613125741627451,37,51,88,0.079510164565157,0.936819358723244,0.97807378919913,82.5160997668643,-0.143353835041977,0.155291366408379,"Welch Two Sample t-test","two.sided","NS"
"248","MS","P06733","ENO1","Alpha-enolase","ENO1","OID21037","Neurology",-0.0182264336174033,-0.0281697644405405,-0.00994333082313725,37,51,88,-0.170673056810635,0.864980183764727,0.948276297872443,69.0209243534808,-0.231268516567682,0.194815649332876,"Welch Two Sample t-test","two.sided","NS"
"249","MS","P14174","MIF","Macrophage migration inhibitory factor","MIF","OID21073","Neurology",-0.102494580157658,-0.182068325224324,-0.0795737450666667,37,51,88,-0.959038760237308,0.340821472540164,0.5806576071176,70.3984408953104,-0.315623250386465,0.11063409007115,"Welch Two Sample t-test","two.sided","NS"
"250","MS","Q8WXD2","SCG3","Secretogranin-3","SCG3","OID20728","Inflammation",0.0140458544559618,0.0775321182324324,0.0634862637764706,37,51,88,0.276365211214364,0.782944526642912,0.908823506208554,84.2349420730338,-0.0870181819600691,0.115109890871993,"Welch Two Sample t-test","two.sided","NS"
"251","MS","Q12884","FAP","Prolyl endopeptidase FAP","FAP","OID20330","Cardiometabolic",0.0140660385675146,-0.040540007754054,-0.0546060463215686,37,51,88,0.218594276093636,0.827600838540366,0.93433507366958,70.1475363545869,-0.114266653984033,0.142398731119062,"Welch Two Sample t-test","two.sided","NS"
"252","MS","P31146","CORO1A","Coronin-1A","CORO1A","OID20286","Cardiometabolic",-0.0260351515982512,0.0536676258135135,0.0797027774117647,37,51,88,-0.274956921420179,0.784239616078032,0.908823506208554,63.6696896706818,-0.215215301281443,0.16314499808494,"Welch Two Sample t-test","two.sided","NS"
"253","MS","P50895","BCAM","Basal cell adhesion molecule","BCAM","OID21076","Neurology",-0.0150613097073662,-0.0267974114054054,-0.0117361016980392,37,51,88,-0.262518413332052,0.793714210470616,0.914535863283274,68.1097874234715,-0.129542797069885,0.0994201776551523,"Welch Two Sample t-test","two.sided","NS"
"254","MS","P03951","F11","Coagulation factor XI","F11","OID30773","Inflammation II",0.234543640448013,0.340363360589189,0.105819720141176,37,51,88,3.59744771333294,0.000566275464015934,0.0100690855945333,76.8176562070503,0.104714443517679,0.364372837378346,"Welch Two Sample t-test","two.sided","S"
"255","MS","Q15485","FCN2","Ficolin-2","FCN2","OID20382","Cardiometabolic",0.254145682024907,0.118865657362162,-0.135280024662745,37,51,88,3.20968479664656,0.00187210081410996,0.0190218814862244,85.4868539083808,0.0967258122754896,0.411565551774325,"Welch Two Sample t-test","two.sided","S"
"256","MS","O14786","NRP1","Neuropilin-1","NRP1","OID20390","Cardiometabolic",-0.120532001675888,-0.0474456719621622,0.0730863297137255,37,51,88,-1.91039569052611,0.0595276760233586,0.204043660586091,83.1887532569464,-0.246016612322485,0.00495260897070952,"Welch Two Sample t-test","two.sided","NS"
"257","MS","P07333","CSF1R","Macrophage colony-stimulating factor 1 receptor","CSF1R","OID30681","Inflammation II",-0.0563798255862745,-0.0632236266,-0.0068438010137255,37,51,88,-0.705590381274122,0.482468309706074,0.711203285551182,80.9567716125644,-0.215365944032757,0.102606292860208,"Welch Two Sample t-test","two.sided","NS"
"258","MS","P14384","CPM","Carboxypeptidase M","CPM","OID21054","Neurology",-0.0110298378021198,-0.00143290566486486,0.00959693213725491,37,51,88,-0.21954349726461,0.826770952784866,0.93433507366958,82.2022270565971,-0.110969271912218,0.0889095963079785,"Welch Two Sample t-test","two.sided","NS"
"259","MS","P04406","GAPDH","Glyceraldehyde-3-phosphate dehydrogenase","GAPDH","OID30600","Inflammation II",-0.0124666973701643,0.048398850672973,0.0608655480431373,37,51,88,-0.13061262709227,0.896479504617727,0.957641816820717,65.9244051295742,-0.203038602217731,0.178105207477403,"Welch Two Sample t-test","two.sided","NS"
"260","MS","P17927","CR1","Complement receptor type 1","CR1","OID30697","Inflammation II",0.0504572571021727,0.128550145186486,0.0780928880843137,37,51,88,0.922323989658284,0.358965070097263,0.597856463109444,85.1685956240818,-0.0583111141711461,0.159225628375492,"Welch Two Sample t-test","two.sided","NS"
"261","MS","P04792","HSPB1","Heat shock protein beta-1","HSPB1","OID20230","Cardiometabolic",0.136120904448225,-0.0594000170243243,-0.195520921472549,37,51,88,0.969670283124075,0.336514442442648,0.5806576071176,54.2486959966162,-0.145291588669268,0.417533397565717,"Welch Two Sample t-test","two.sided","NS"
"262","MS","Q9UBX1","CTSF","Cathepsin F","CTSF","OID21500","Oncology",0.142983629280869,0.115642630594595,-0.0273409986862745,37,51,88,1.84449409147725,0.0686475214312051,0.22823097739434,83.7290576363562,-0.0111790066595338,0.297146265221272,"Welch Two Sample t-test","two.sided","NS"
"263","MS","O00602","FCN1","Ficolin-1","FCN1","OID30690","Inflammation II",0.0244024429075782,0.0845100756918919,0.0601076327843137,37,51,88,0.259988943582084,0.795597982996872,0.914535863283274,73.6257077528376,-0.162632573776609,0.211437459591766,"Welch Two Sample t-test","two.sided","NS"
"264","MS","P02776","PF4","Platelet factor 4","PF4","OID30764","Inflammation II",-0.0650118560436142,0.133066006505405,0.19807786254902,37,51,88,-0.428321810108882,0.669687111447917,0.851907456592402,72.4746166452793,-0.367551360106242,0.237527648019013,"Welch Two Sample t-test","two.sided","NS"
"265","MS","P46109","CRKL","Crk-like protein","CRKL","OID20742","Inflammation",0.0370316449948066,0.0152621854810811,-0.0217694595137255,37,51,88,0.35518462889897,0.723716493920505,0.874298694354071,59.0662081921327,-0.171587778809765,0.245651068799378,"Welch Two Sample t-test","two.sided","NS"
"266","MS","A1L4H1","SSC5D","Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D","SSC5D","OID20351","Cardiometabolic",-0.104345813389348,-0.0238643786540541,0.0804814347352941,37,51,88,-1.50343486765515,0.137211925376861,0.354879934270153,70.2110349706353,-0.24276229577781,0.0340706689991141,"Welch Two Sample t-test","two.sided","NS"
"267","MS","P30740","SERPINB1","Leukocyte elastase inhibitor","SERPINB1","OID21088","Neurology",-0.109158499945204,-0.138466744243243,-0.0293082442980392,37,51,88,-1.14008853199857,0.257975168664913,0.493256607423142,73.0220488002805,-0.29997830374568,0.0816613038552725,"Welch Two Sample t-test","two.sided","NS"
"268","MS","Q9H3G5","CPVL","Probable serine carboxypeptidase CPVL","CPVL","OID21435","Oncology",0.0178809516236354,0.0587974879432432,0.0409165363196078,37,51,88,0.223088414211757,0.824017770831861,0.933996238253643,82.554426653792,-0.141550602615658,0.177312505862929,"Welch Two Sample t-test","two.sided","NS"
"269","MS","P37235","HPCAL1","Hippocalcin-like protein 1","HPCAL1","OID20615","Inflammation",-0.216933463379279,-0.0186858069459459,0.198247656433333,37,51,88,-2.0715402689595,0.0417299595267832,0.168399623905955,75.3850940272341,-0.425530633690342,-0.00833629306821663,"Welch Two Sample t-test","two.sided","NS"
"270","MS","P61026","RAB10","Ras-related protein Rab-10","RAB10","OID30357","Cardiometabolic II",0.0254979298888712,0.0148671461594595,-0.0106307837294118,37,51,88,0.368959477438502,0.71330401027114,0.868311803884185,68.0153420098286,-0.112403715709855,0.163399575487598,"Welch Two Sample t-test","two.sided","NS"
"271","MS","Q96PL1","SCGB3A2","Secretoglobin family 3A member 2","SCGB3A2","OID20723","Inflammation",-0.28072206741309,-0.88177875144054,-0.601056684027451,37,51,88,-1.21791645813829,0.226677862443658,0.456588113185663,83.7016851835592,-0.739107930978589,0.17766379615241,"Welch Two Sample t-test","two.sided","NS"
"272","MS","Q16627","CCL14","C-C motif chemokine 14","CCL14","OID20401","Cardiometabolic",-0.15065127052602,0.203600069183784,0.354251339709804,37,51,88,-1.76044006833686,0.0818886619632265,0.257428998105392,85.9948319684239,-0.320770706024649,0.019468164972609,"Welch Two Sample t-test","two.sided","NS"
"273","MS","Q9BUD6","SPON2","Spondin-2","SPON2","OID20221","Cardiometabolic",-0.04280652569062,0.110270904627027,0.153077430317647,37,51,88,-0.682001586031512,0.497531891629675,0.722182771268584,68.6704795035936,-0.168032031148463,0.0824189797672234,"Welch Two Sample t-test","two.sided","NS"
"274","MS","P42785","PRCP","Lysosomal Pro-X carboxypeptidase","PRCP","OID20337","Cardiometabolic",-0.0316262514025967,0.00190604244054053,0.0335322938431372,37,51,88,-0.651625481392101,0.516444470325063,0.73723640703914,82.9368034169831,-0.128160307688866,0.0649078048836727,"Welch Two Sample t-test","two.sided","NS"
"275","MS","P36959","GMPR","GMP reductase 1","GMPR","OID20641","Inflammation",-0.0927163663130525,-0.0732686768954054,0.0194476894176471,37,51,88,-0.956226838622965,0.341794559352017,0.5806576071176,81.2394851562224,-0.285629004862264,0.100196272236159,"Welch Two Sample t-test","two.sided","NS"
"276","MS","Q9NZK5","ADA2","Adenosine deaminase 2","ADA2","OID20394","Cardiometabolic",-0.226750252105723,-0.0191308645351351,0.207619387570588,37,51,88,-2.43912581540114,0.0168020051016552,0.0877095495673559,85.0419911157437,-0.411585750462004,-0.0419147537494432,"Welch Two Sample t-test","two.sided","NS"
"277","MS","Q9UHI8","ADAMTS1","A disintegrin and metalloproteinase with thrombospondin motifs 1","ADAMTS1","OID30528","Inflammation II",-0.236373952155591,-0.0731981813810811,0.16317577077451,37,51,88,-3.8568155114452,0.000222858902575665,0.00576394161661606,84.9480088500788,-0.358230674187707,-0.114517230123475,"Welch Two Sample t-test","two.sided","S"
"278","MS","Q6IBS0","TWF2","Twinfilin-2","TWF2","OID30386","Cardiometabolic II",-0.0628720093924219,-0.0934388678081081,-0.0305668584156862,37,51,88,-0.565854318936588,0.573447032086566,0.782473288386705,64.8041588813562,-0.284786490156882,0.159042471372039,"Welch Two Sample t-test","two.sided","NS"
"279","MS","Q7Z7M9","GALNT5","Polypeptide N-acetylgalactosaminyltransferase 5","GALNT5","OID30295","Cardiometabolic II",0.00166584505108638,0.00949121034324324,0.00782536529215686,37,51,88,0.0237216626053183,0.981130916175309,0.98749405113443,83.9580747870034,-0.137984557899711,0.141316248001884,"Welch Two Sample t-test","two.sided","NS"
"280","MS","P54764","EPHA4","Ephrin type-A receptor 4","EPHA4","OID30622","Inflammation II",-0.0290451424370482,-0.00919446890567567,0.0198506735313725,37,51,88,-0.576687052995779,0.565657471306126,0.77535024624027,85.9902355801556,-0.129168641675361,0.0710783568012648,"Welch Two Sample t-test","two.sided","NS"
"281","MS","Q9HCB6","SPON1","Spondin-1","SPON1","OID20759","Inflammation",-0.0647985354149974,-0.0226080515189189,0.0421904838960784,37,51,88,-1.26138637027096,0.210580503970652,0.4405158336739,85.9999812391414,-0.166920477194726,0.0373234063647312,"Welch Two Sample t-test","two.sided","NS"
"282","MS","Q13508","ART3","Ecto-ADP-ribosyltransferase 3","ART3","OID20346","Cardiometabolic",-0.378499738301484,-0.233041911005405,0.145457827296078,37,51,88,-5.04405739690079,2.57998827265768e-06,0.000367003331785555,84.3020136341149,-0.527714702372479,-0.229284774230488,"Welch Two Sample t-test","two.sided","S"
"283","MS","Q12841","FSTL1","Follistatin-related protein 1","FSTL1","OID30254","Cardiometabolic II",-0.0638343578079491,0.00634309305675676,0.0701774508647059,37,51,88,-1.56721034615204,0.120994635717371,0.323220411845934,80.369478284087,-0.144886308483063,0.017217592867165,"Welch Two Sample t-test","two.sided","NS"
"284","MS","P54577","YARS1","Tyrosine--tRNA ligase, cytoplasmic","YARS1","OID31494","Oncology II",-0.110761391435294,-0.1366194373,-0.0258580458647059,37,51,88,-1.05396952520898,0.295453663486071,0.53882414911402,71.3364070733116,-0.32028727397829,0.098764491107702,"Welch Two Sample t-test","two.sided","NS"
"285","MS","Q07654","TFF3","Trefoil factor 3","TFF3","OID20371","Cardiometabolic",-0.145086520228193,-0.123115985702703,0.0219705345254902,37,51,88,-1.65055201983581,0.10389538575779,0.301161127684989,61.9018368390027,-0.320805290005965,0.0306322495495795,"Welch Two Sample t-test","two.sided","NS"
"286","MS","Q9UK05","GDF2","Growth/differentiation factor 2","GDF2","OID20202","Cardiometabolic",-0.0649224284139375,0.156844601613514,0.221767030027451,37,51,88,-1.31989202639896,0.190500876025347,0.423185999997608,82.9775401283675,-0.162755139925574,0.0329102830976992,"Welch Two Sample t-test","two.sided","NS"
"287","MS","P35579","MYH9","Myosin-9","MYH9","OID30382","Cardiometabolic II",0.00465190211208267,-0.00546574737027027,-0.0101176494823529,37,51,88,0.0621584573692029,0.950661750915294,0.981717851671147,55.0575170976736,-0.14532610012915,0.154629904353316,"Welch Two Sample t-test","two.sided","NS"
"288","MS","Q9ULI3","HEG1","Protein HEG homolog 1","HEG1","OID30579","Inflammation II",0.00691551143518813,0.101695934156757,0.0947804227215686,37,51,88,0.130265808258976,0.896685532054833,0.957641816820717,79.4154820796459,-0.0987443061449668,0.112575329015343,"Welch Two Sample t-test","two.sided","NS"
"289","MS","O75326","SEMA7A","Semaphorin-7A","SEMA7A","OID20283","Cardiometabolic",-0.0842767998855856,-0.0405808139189189,0.0436959859666667,37,51,88,-1.33373524556612,0.186328722686941,0.421502029086645,74.9669704675683,-0.210155760924754,0.0416021611535832,"Welch Two Sample t-test","two.sided","NS"
"290","MS","Q9UL46","PSME2","Proteasome activator complex subunit 2","PSME2","OID20989","Neurology",-0.0539223979803922,0.0337919389,0.0877143368803922,37,51,88,-0.789622214533483,0.432157380259492,0.655726798313736,77.5102222404481,-0.189888600011572,0.082043804050788,"Welch Two Sample t-test","two.sided","NS"
"291","MS","Q92520","FAM3C","Protein FAM3C","FAM3C","OID20233","Cardiometabolic",-0.122440122254955,0.0185678908783784,0.141008013133333,37,51,88,-2.35639091910004,0.0207264881684698,0.104366121839463,85.9938280267894,-0.225735018910673,-0.0191452255992372,"Welch Two Sample t-test","two.sided","NS"
"292","MS","P31949","S100A11","Protein S100-A11","S100A11","OID20130","Cardiometabolic",0.00800719550042397,0.060362120272973,0.052354924772549,37,51,88,0.0757105722201197,0.939957185638134,0.979081554999056,49.0722693730866,-0.204518769245326,0.220533160246174,"Welch Two Sample t-test","two.sided","NS"
"293","MS","P22692","IGFBP4","Insulin-like growth factor-binding protein 4","IGFBP4","OID21158","Neurology",-0.0728388233059883,0.126971459356757,0.199810282662745,37,51,88,-1.44348001288921,0.152519534224178,0.375686644907174,85.9683528532837,-0.173151642009811,0.0274739953978348,"Welch Two Sample t-test","two.sided","NS"
"294","MS","Q6UWP8","SBSN","Suprabasin","SBSN","OID30398","Cardiometabolic II",0.00120302129666136,0.141920592537838,0.140717571241176,37,51,88,0.0218401054613913,0.982627128164791,0.98749405113443,84.2784299112239,-0.108330529975715,0.110736572569037,"Welch Two Sample t-test","two.sided","NS"
"295","MS","O95980","RECK","Reversion-inducing cysteine-rich protein with Kazal motifs","RECK","OID30234","Cardiometabolic II",0.0713399065383678,0.088300860454054,0.0169609539156863,37,51,88,1.57036732455786,0.120383177505601,0.323103905663618,77.8940907351324,-0.019103828065714,0.16178364114245,"Welch Two Sample t-test","two.sided","NS"
"296","MS","Q9H1U4","MEGF9","Multiple epidermal growth factor-like domains protein 9","MEGF9","OID20285","Cardiometabolic",0.0583689299519343,0.00384309548918918,-0.0545258344627451,37,51,88,1.17198900796061,0.244439861341867,0.473927853549692,85.9506093424644,-0.0406375819502196,0.157375441854088,"Welch Two Sample t-test","two.sided","NS"
"297","MS","P35754","GLRX","Glutaredoxin-1","GLRX","OID20195","Cardiometabolic",-0.0399932501428193,0.0284073867297297,0.068400636872549,37,51,88,-0.629207909010642,0.531032564721962,0.744230367799991,78.8140380021906,-0.166513423512785,0.0865269232271464,"Welch Two Sample t-test","two.sided","NS"
"298","MS","Q92876","KLK6","Kallikrein-6","KLK6","OID21526","Oncology",-0.00147593425670376,0.00628177946486485,0.00775771372156861,37,51,88,-0.0231020271492641,0.981625643382194,0.98749405113443,81.0893236467071,-0.128590197806015,0.125638329292607,"Welch Two Sample t-test","two.sided","NS"
"299","MS","Q14624","ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4","ITIH4","OID30762","Inflammation II",0.0154709919617912,0.0936683319108108,0.0781973399490196,37,51,88,0.261012295177072,0.794735417601188,0.914535863283274,82.2540401992273,-0.102436512463386,0.133378496386969,"Welch Two Sample t-test","two.sided","NS"
"300","MS","P19022","CDH2","Cadherin-2","CDH2","OID20170","Cardiometabolic",-0.145850419796608,-0.0405724333162162,0.105277986480392,37,51,88,-2.81237771147089,0.00609207184961468,0.0433298610303844,85.9501535050597,-0.248945902379041,-0.0427549372141758,"Welch Two Sample t-test","two.sided","S"
"301","MS","P13501","CCL5","C-C motif chemokine 5","CCL5","OID20412","Cardiometabolic",0.0271719582694223,0.232731592324324,0.205559634054902,37,51,88,0.170911726805907,0.864831494367243,0.948276297872443,64.1050635049974,-0.290421892583025,0.34476580912187,"Welch Two Sample t-test","two.sided","NS"
"302","MS","P09382","LGALS1","Galectin-1","LGALS1","OID20154","Cardiometabolic",0.0239673640124536,0.153962066381081,0.129994702368627,37,51,88,0.544101458699888,0.588008413151196,0.794003445710437,73.9525521527908,-0.063803994826502,0.111738722851409,"Welch Two Sample t-test","two.sided","NS"
"303","MS","P17931","LGALS3","Galectin-3","LGALS3","OID20284","Cardiometabolic",0.156564871479173,0.229790748602703,0.0732258771235294,37,51,88,3.71330104923415,0.00037690531604222,0.00739514223544908,80.0163168467345,0.0726575759805915,0.240472166977755,"Welch Two Sample t-test","two.sided","S"
"304","MS","Q15762","CD226","CD226 antigen","CD226","OID30556","Inflammation II",0.0900882474344992,0.0393912607756757,-0.0506969866588235,37,51,88,2.10815984855619,0.0383881050968582,0.163482293684333,74.330157808826,0.00494693123762286,0.175229563631376,"Welch Two Sample t-test","two.sided","NS"
"305","MS","Q14767","LTBP2","Latent-transforming growth factor beta-binding protein 2","LTBP2","OID20254","Cardiometabolic",-0.222792283851563,0.0218003294621622,0.244592613313725,37,51,88,-2.0459011234757,0.0440831884246701,0.173123036027429,79.2480971210902,-0.439535584793448,-0.00604898290967846,"Welch Two Sample t-test","two.sided","NS"
"306","MS","P11279","LAMP1","Lysosome-associated membrane glycoprotein 1","LAMP1","OID30416","Cardiometabolic II",0.0743986620798092,0.0827684878621622,0.00836982578235294,37,51,88,1.67536572639278,0.0981990287557719,0.290386788423282,72.0258173099833,-0.0141253608736137,0.162922685033232,"Welch Two Sample t-test","two.sided","NS"
"307","MS","P15090","FABP4","Fatty acid-binding protein, adipocyte","FABP4","OID20245","Cardiometabolic",0.121110050203816,0.113375568956757,-0.00773448124705885,37,51,88,1.17480528473652,0.243336493055951,0.473927853549692,85.4381817338703,-0.0838442534723266,0.326064353879958,"Welch Two Sample t-test","two.sided","NS"
"308","MS","P12111","COL6A3","Collagen alpha-3(VI) chain","COL6A3","OID20292","Cardiometabolic",-0.0312693034945416,0.033729964727027,0.0649992682215686,37,51,88,-0.584727705336755,0.560385941332095,0.774502159793809,79.5347292366985,-0.137700870524557,0.0751622635354737,"Welch Two Sample t-test","two.sided","NS"
"309","MS","Q8IUK5","PLXDC1","Plexin domain-containing protein 1","PLXDC1","OID21258","Oncology",0.11939085592088,0.0902638709189189,-0.0291269850019608,37,51,88,3.06199296455143,0.00300678081630889,0.028046857122619,78.8283965026968,0.0417781373181595,0.1970035745236,"Welch Two Sample t-test","two.sided","S"
"310","MS","Q15828","CST6","Cystatin-M","CST6","OID20293","Cardiometabolic",-0.169981771819131,-0.0255452503054054,0.144436521513725,37,51,88,-2.10443982701725,0.0382971722769774,0.163482293684333,84.8934890530245,-0.330582906104103,-0.00938063753415871,"Welch Two Sample t-test","two.sided","NS"
"311","MS","P04080","CSTB","Cystatin-B","CSTB","OID20294","Cardiometabolic",-0.0403974970051934,-0.0875154527189189,-0.0471179557137255,37,51,88,-0.423089938905815,0.673411284581214,0.851907456592402,76.849698388715,-0.230532494038127,0.14973750002774,"Welch Two Sample t-test","two.sided","NS"
"312","MS","P39059","COL15A1","Collagen alpha-1(XV) chain","COL15A1","OID30396","Cardiometabolic II",-0.0750462629952305,0.0974167717459459,0.172463034741176,37,51,88,-1.46921959637591,0.145502498193331,0.364717715735707,84.1372371190491,-0.176620029094454,0.0265275031039929,"Welch Two Sample t-test","two.sided","NS"
"313","MS","Q9NZD4","AHSP","Alpha-hemoglobin-stabilizing protein","AHSP","OID21078","Neurology",-0.244266638364653,-0.335842720878378,-0.0915760825137255,37,51,88,-1.72752207971938,0.088099304199645,0.270461277679696,76.6901176396977,-0.525842422530934,0.0373091458016285,"Welch Two Sample t-test","two.sided","NS"
"314","MS","P40189","IL6ST","Interleukin-6 receptor subunit beta","IL6ST","OID20147","Cardiometabolic",-0.00335056327466878,0.0436115430351351,0.0469621063098039,37,51,88,-0.0847871915519535,0.932653906566336,0.977311368022551,75.8720420397772,-0.0820582900903707,0.0753571635410331,"Welch Two Sample t-test","two.sided","NS"
"315","MS","Q6UXK5","LRRN1","Leucine-rich repeat neuronal protein 1","LRRN1","OID20438","Inflammation",0.0605568726608903,-0.0103239715567567,-0.070880844217647,37,51,88,0.834800678807265,0.406673249149224,0.631639162941499,69.920444267784,-0.084123520290056,0.205237265611837,"Welch Two Sample t-test","two.sided","NS"
"316","MS","P12830","CDH1","Cadherin-1","CDH1","OID20353","Cardiometabolic",-0.0851810537587176,-0.0452462708567568,0.0399347829019608,37,51,88,-1.53900458744548,0.127696598972971,0.334835782560462,81.0865220503627,-0.195304725661482,0.0249426181440465,"Welch Two Sample t-test","two.sided","NS"
"317","MS","Q9NTU7","CBLN4","Cerebellin-4","CBLN4","OID21386","Oncology",0.147184940283837,-0.0756612223945946,-0.222846162678431,37,51,88,1.56070570289864,0.122788301744415,0.326479176133514,75.2669687594124,-0.0406726363364785,0.335042516904152,"Welch Two Sample t-test","two.sided","NS"
"318","MS","P15086","CPB1","Carboxypeptidase B","CPB1","OID20289","Cardiometabolic",0.0105736042039587,0.0280946782451351,0.0175210740411765,37,51,88,0.129776676631543,0.897052879376875,0.957641816820717,84.1357352152326,-0.151445307619595,0.172592516027512,"Welch Two Sample t-test","two.sided","NS"
